gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customerID - Copy,Multiple lines,Streaming Tv,Tenure Band,Customer Type,Risk Type
Female,0,No,No,52,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,No,Credit Card (Automatic),74,3877.65,No,0810-Dhdbd,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,14,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Mailed Check,55.7,795.15,No,3800-Lytrk,No,No,12+Months,Existing Customer,Normal
Male,1,No,No,20,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Mailed Check,54,1055.9,No,8883-Grdwq,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,23,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,66.25,1533.8,No,9330-Dhbfl,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,58,Yes,Dsl,Yes,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),61.05,3478.75,No,7670-Zbpoq,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,63,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),68.8,4111.35,No,9968-Ffvvh,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,60,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Transfer (Automatic),65.85,3928.3,No,3161-Onrwk,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,22,Yes,Dsl,Yes,No,No,Yes,No,One Year,Yes,Credit Card (Automatic),56.25,1292.2,No,0661-Wcqnq,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,23,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Mailed Check,57.75,1282.85,No,6543-Jxsoo,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,37,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Electronic Check,67.45,2443.3,No,9207-Zpanb,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,59,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Mailed Check,65.5,3801.3,No,2581-Vkirt,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,51,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),60.5,3145.15,No,2239-Cgbuz,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,63,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Electronic Check,71.5,4576.3,No,4890-Vmuav,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,33,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Electronic Check,59.4,1952.8,No,8383-Sghju,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,21,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,Yes,Electronic Check,60.25,1258.35,No,8220-Ocufy,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,34,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Mailed Check,64.4,2088.75,Yes,0866-Qlsir,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,Yes,15,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card (Automatic),65.6,1010,No,4957-Tialw,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,62,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,Yes,Bank Transfer (Automatic),70.75,4263.45,No,0654-Pqkdw,No,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,No,53,Yes,Dsl,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,60.05,3229.65,Yes,2634-Hczgt,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,25,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Mailed Check,74.3,1863.8,Yes,4404-Hibdj,No,Yes,12+Months,Existing Customer,Normal
Female,1,No,No,66,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card (Automatic),63.85,4174.35,No,5387-Asznz,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,48,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),60.35,2896.4,Yes,8869-Torss,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,56,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),60.25,3282.75,No,3489-Vsfrd,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,24,Yes,Dsl,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,58.35,1346.9,No,9357-Ujrun,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,18,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Mailed Check,61.5,1087.45,No,1402-Pthgn,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,51,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Credit Card (Automatic),59.9,3043.6,No,3401-Urhda,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,64,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Mailed Check,65.8,4068,No,9055-Mojjj,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,17,Yes,Dsl,Yes,No,No,Yes,No,One Year,Yes,Mailed Check,62.1,1096.65,No,1536-Yhdoe,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,23,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Credit Card (Automatic),57.2,1423.35,No,6064-Pupmc,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,63,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Credit Card (Automatic),70.8,4448.8,No,6685-Gbwjz,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,11,Yes,Dsl,Yes,No,No,Yes,No,One Year,Yes,Mailed Check,54.6,617.85,No,1877-Hkbqx,No,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,13,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Mailed Check,55.15,742.9,No,9987-Lutyd,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,30,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Electronic Check,70.4,2044.75,No,2364-Ufrom,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,44,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Electronic Check,65.4,2774.55,No,9209-Nwpgu,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,51,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),81.15,4126.2,No,6194-Hbgqn,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,67,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Mailed Check,60.05,3994.05,No,5196-Wpyow,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,56,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),64.65,3665.55,No,4872-Vxril,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,22,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,Yes,Bank Transfer (Automatic),67.5,1544.05,Yes,0628-Cnqrm,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,53,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),77.4,4155.95,No,7247-Xozpb,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,Yes,53,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Credit Card (Automatic),62.85,3419.5,No,4632-Xjmex,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,67,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Credit Card (Automatic),60.5,3870,No,2969-Vapyh,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,69,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Credit Card (Automatic),73.7,4885.85,No,7103-Zgvnt,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,No,67,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),60.95,4119.4,No,3740-Rlmvt,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,29,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Electronic Check,58.75,1696.2,No,8680-Cgltp,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,27,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,No,Credit Card (Automatic),69.35,1927.3,No,1544-Jjmyl,No,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,No,71,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),71,5012.1,No,9470-Yfuyi,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,66,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,Yes,Electronic Check,75.1,5013,No,3569-Vldhh,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,55,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card (Automatic),75,4213.9,No,5906-Dvapm,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,57,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Mailed Check,59.6,3509.4,No,3950-Vpyjb,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,30,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card (Automatic),74.65,2308.6,No,4973-Rlzvi,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,36,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,76.35,2606.35,No,0930-Ehuza,No,Yes,12+Months,Existing Customer,Normal
Female,1,Yes,Yes,55,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,No,Electronic Check,76.25,4154.55,No,4135-Frwkj,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,Yes,50,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),70.8,3478.15,No,3021-Vlnrj,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,29,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,No,Credit Card (Automatic),58,1734.5,No,2282-Ygnor,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,37,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,Yes,Mailed Check,58.75,2203.1,No,2027-Dnkiv,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,46,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,No,Mailed Check,56.9,2560.1,No,2725-Iwwba,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,55,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card (Automatic),66.05,3462.1,No,0334-Zfjsr,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,47,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Mailed Check,58.9,2813.05,No,4565-Evzmj,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,28,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Electronic Check,59.9,1654.7,No,5753-Qqwpw,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,44,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),59.85,2603.95,No,9127-Qrzmh,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,13,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Bank Transfer (Automatic),54.15,701.05,No,9705-Zjbcg,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,45,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card (Automatic),62.55,2796.45,No,9670-Bpnxf,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,32,Yes,Dsl,Yes,No,No,Yes,No,One Year,Yes,Credit Card (Automatic),72.8,2333.05,No,9730-Drtmj,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,37,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,No,Credit Card (Automatic),68.1,2479.25,No,6252-Dfgtk,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,58,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),71.1,4299.2,No,8331-Zxfoe,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,57,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,Yes,Mailed Check,59.3,3274.35,No,7153-Chrbv,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,21,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Mailed Check,77.5,1625,Yes,8559-Cizfv,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,Yes,70,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Bank Transfer (Automatic),64.95,4551.5,No,8597-Ctxvj,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,38,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Electronic Check,74.05,2802.3,No,8608-Oztlb,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,8,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Bank Transfer (Automatic),58.2,469.25,No,2680-Xkknj,No,No,6-12 Months,Existing Customer,Normal
Female,1,No,No,63,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),83,5243.05,No,6121-Tnhbo,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,67,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),69.35,4653.25,No,6332-Fbzri,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,53,Yes,Dsl,Yes,Yes,No,Yes,No,One Year,No,Bank Transfer (Automatic),64.15,3491.55,No,1177-Xzbjl,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,64,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Electronic Check,81.25,5567.55,No,0083-Pivik,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,29,Yes,Dsl,Yes,No,No,Yes,No,One Year,No,Bank Transfer (Automatic),69.05,1958.45,No,8690-Upczi,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,48,Yes,Dsl,Yes,No,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),69.7,3023.65,No,4342-Hfxws,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,70,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),79.4,5528.9,No,8469-Snffh,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,48,Yes,Dsl,Yes,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),60.6,2985.25,No,0657-Dogum,Yes,No,12+Months,Existing Customer,Normal
Female,1,Yes,No,56,Yes,Dsl,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),68.45,4014,No,5820-Ptrym,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,54,Yes,Dsl,Yes,Yes,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),82.45,4350.1,Yes,5020-Zstty,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,No,61,Yes,Dsl,No,Yes,No,No,Yes,One Year,No,Bank Transfer (Automatic),64.05,3902.6,No,5756-Ozrio,Yes,No,12+Months,Existing Customer,Normal
Female,1,Yes,No,48,Yes,Dsl,No,Yes,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),58.95,2789.7,No,6941-Kxrrv,No,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,40,Yes,Dsl,No,No,No,No,Yes,One Year,No,Electronic Check,55.8,2283.3,No,1371-Wepds,No,No,12+Months,Existing Customer,Normal
Male,1,No,No,60,Yes,Dsl,Yes,Yes,No,No,Yes,One Year,Yes,Electronic Check,71.75,4374.55,No,3915-Odiyg,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,46,Yes,Dsl,No,No,No,No,Yes,One Year,No,Credit Card (Automatic),55.65,2688.85,No,6416-Jnvrk,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,43,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),71.9,3173.35,No,7100-Fqprv,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,41,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),74.7,3187.65,No,7576-Aseju,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,23,Yes,Dsl,No,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),64.9,1509.8,No,0895-Lmrsf,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,38,Yes,Dsl,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card (Automatic),80.3,3058.65,Yes,2321-Ombxy,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,70,Yes,Dsl,Yes,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),65.2,4543.15,No,3957-Hhlmr,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,31,Yes,Dsl,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),75.25,2344.5,No,6663-Jocqo,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,17,Yes,Dsl,Yes,Yes,No,No,Yes,One Year,No,Mailed Check,64.8,1175.6,No,3137-Nyqqi,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,24,Yes,Dsl,Yes,Yes,No,No,Yes,One Year,No,Electronic Check,78.4,1832.4,No,0810-Bdhaw,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,19,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),65.35,1231.85,No,0297-Rbcsg,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,63,Yes,Dsl,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card (Automatic),79.7,4786.15,No,9199-Pwqvc,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,12,Yes,Dsl,No,No,No,No,Yes,One Year,No,Credit Card (Automatic),53.65,696.35,Yes,3863-Iubjr,No,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,48,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),70.95,3629.2,No,1661-Czbau,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,23,Yes,Dsl,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,73.75,1756.6,No,8970-Anwxo,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,51,Yes,Dsl,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),69.75,3562.5,No,0743-Hnpfg,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,42,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,No,Credit Card (Automatic),80.45,3375.9,No,4522-Xrwwi,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,46,Yes,Dsl,Yes,Yes,No,Yes,Yes,One Year,No,Mailed Check,70.6,3231.05,No,2361-Upsnd,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,62,Yes,Dsl,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card (Automatic),74.3,4698.05,No,3658-Qqjyd,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,27,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,No,Mailed Check,80.85,2204.35,No,7336-Rllrh,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,52,Yes,Dsl,Yes,Yes,No,No,Yes,One Year,Yes,Mailed Check,75.4,3865.45,No,2546-Kzaat,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,51,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),76.4,3966.3,No,7833-Pkihd,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,14,Yes,Dsl,No,No,No,Yes,Yes,One Year,No,Credit Card (Automatic),59.1,772.85,No,7228-Paqpd,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,55,Yes,Dsl,Yes,No,No,No,Yes,One Year,No,Credit Card (Automatic),59.45,3157,No,4547-Fzjwe,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,12,Yes,Dsl,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,75.85,854.45,No,4123-Fcvcb,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,Yes,Yes,35,Yes,Dsl,No,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),73.45,2661.1,No,2577-Gvsil,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,50,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,No,Electronic Check,75.5,4025.6,No,0679-Tdgak,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,Yes,35,Yes,Dsl,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,72.1,2495.15,No,4826-Dxmup,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,39,Yes,Dsl,No,No,No,Yes,Yes,One Year,No,Electronic Check,59.3,2209.15,No,4328-Vufwd,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,7,Yes,Dsl,Yes,No,No,No,Yes,One Year,Yes,Electronic Check,59.1,369.25,No,7629-Wixzf,No,No,6-12 Months,Existing Customer,Normal
Female,0,Yes,No,31,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,64,1910.75,No,4003-Octmp,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,32,Yes,Dsl,No,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),64.85,2010.95,No,0484-Ffvbj,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,20,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,Yes,Mailed Check,64.15,1274.45,No,5815-Hgghv,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,29,Yes,Dsl,No,No,No,No,Yes,One Year,Yes,Credit Card (Automatic),71,2080.1,No,2065-Mmkgr,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,24,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),74.4,1712.9,No,0496-Ahook,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,22,Yes,Dsl,No,Yes,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),69.5,1498.2,Yes,3523-Qrqll,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,24,Yes,Dsl,Yes,No,No,No,Yes,One Year,No,Mailed Check,74.8,1821.2,No,6778-Eicrf,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,58,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,68.4,3972.25,No,1474-Juwsm,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,36,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,65.4,2498.4,Yes,7541-Ylxcl,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,54,Yes,Dsl,No,No,No,No,Yes,One Year,Yes,Credit Card (Automatic),70.15,3715.65,Yes,9378-Fxtiz,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,55,Yes,Dsl,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),75.75,4264.25,No,4877-Tsoff,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,51,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),78.65,3950.85,No,4626-Ozdtj,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,57,Yes,Dsl,Yes,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),70.1,3913.3,Yes,2325-Zusfd,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,37,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,No,Mailed Check,72.1,2658.4,No,9938-Zrehm,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,42,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,No,Credit Card (Automatic),63.7,2763.35,No,2541-Ygpke,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,26,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),75,1908.35,No,5049-Mubwg,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,56,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),75.75,4284.65,No,4369-Nyscf,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,13,Yes,Dsl,No,No,No,No,Yes,One Year,Yes,Electronic Check,64.75,877.35,No,6253-Wrfhy,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,32,Yes,Dsl,Yes,No,No,No,Yes,One Year,No,Mailed Check,74.75,2282.95,No,5985-Tbabq,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,32,Yes,Dsl,Yes,Yes,No,Yes,Yes,One Year,No,Mailed Check,70.5,2201.75,No,6478-Hrrcz,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,58,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),75.2,4300.8,No,6848-Yldfr,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,55,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,64.2,3627.3,No,7753-Usqyq,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,59,Yes,Dsl,Yes,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),68.7,4070.95,No,4560-Wqaqw,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,37,Yes,Dsl,Yes,Yes,No,No,Yes,One Year,No,Bank Transfer (Automatic),75.1,2658.8,No,3026-Atzyv,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,64,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,70.15,4480.7,No,9289-Lbqvu,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,Yes,44,Yes,Dsl,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,77.55,3471.1,No,1121-Qsivb,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,12,Yes,Dsl,No,No,No,Yes,Yes,One Year,No,Mailed Check,74.05,872.65,Yes,9033-Eoxwv,Yes,Yes,6-12 Months,Existing Customer,Normal
Female,0,No,No,17,Yes,Dsl,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card (Automatic),79.85,1387.35,No,7049-Gkvzy,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,10,Yes,Dsl,No,Yes,No,Yes,Yes,One Year,No,Mailed Check,64.9,685.55,No,5081-Nwsup,No,No,6-12 Months,Existing Customer,Normal
Male,0,Yes,Yes,21,Yes,Dsl,Yes,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),75.9,1549.75,No,4700-Ubqmv,Yes,Yes,12+Months,Existing Customer,Normal
